work_id,version_id,title,creator,description,trove_url,repository_url,image_url
206003206,227009101,The Reverend James Lawson at the Congress for International Co-operation and Disarmament (CICD) Hiroshima Day meeting.,"Ellis, John","The Reverend James Lawson at the Congress for International Co-operation and Disarmament Hiroshima Day meeting. John Ellis describes Reverend Lawson and his role in the civil rights and peace movements: The Rev. James Lawson (Civil Rights activist, U.S.) would be one of the most dynamic and believable speakers that I have ever heard (tape in my collection). Quote from publicity for the rally: ""Our guest speaker for the occasion will be Rev. James Lawson -- an outstanding black American Methodist minister and long-time civil rights and anti-war campaigner. Rev. Lawson comes from Los Angeles and is currently Chairman of the Christian Leadership Conference - the ongoing organisation of Martin Luther King. He is also Convenor of the Rose Bowl Disarmament Committee working on a large rally for this month. Reverend Lawson has been jailed on a number of occasions for civil disobedience acts during the Korean and Vietnam wars and civil rights marches."" The meeting was held at the Palais Theatre, St. Kilda. Previous Control Number: UMA/I/595 Previous Control Number: JE230-33a; 200606 Item: [1999.0081.00756] ""The Reverend James Lawson at the Congress for International Co-operation and Disarmament (CICD) Hiroshima Day meeting.""",http://trove.nla.gov.au/version/227009101,http://hdl.handle.net/11343/76769,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104951
206003316,227009262,"Honeymoon uranium mine rally, May 1982 - 'Campaign Against Nuclear Energy' banner.","Ellis, John","Honeymoon uranium mine rally, May 1982. John Ellis describes the background to the rally: On October 27, 1981 the Federal Government approved the mining of uranium at a site 75 km north-west of Broken Hill. Called the Honeymoon Uranium Project, it is a joint venture between MINAD, wholly owned by CSR, Carpentaria Exploration Co., 48% overseas owned and TETON Co., 100% owned by UNC Resources Inc., a U.S.-based uranium mining company. Current Australian ownership is 63%. Present Commonwealth policy calls for 75% Australian ownership of all uranium projects. Approval has, however, been granted to mine at Honeymoon. ""The process for mining uranium at Honeymoon involves pumping an acid solution into the ground, allowing it to dissolve the uranium and sucking it out through an extraction well. The full-scale operation would consume per year: 12,000 tonnes of sulphuric acid, etc."" (from The Honeymoon Handbook). The photo shows the 'Campaign Against Nuclear Energy' banner. Previous Control Number: UMA/I/586 Previous Control Number: JE223-30a; 200596 Item: [1999.0081.00917] ""Honeymoon uranium mine rally, May 1982 - 'Campaign Against Nuclear Energy' banner.""",http://trove.nla.gov.au/version/227009262,http://hdl.handle.net/11343/76930,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104940
206003320,227009266,"Ian Cohen at the Honeymoon uranium mine rally, May 1982.","Ellis, John","Honeymoon uranium mine rally, May 1982. John Ellis describes the background to the rally: On October 27, 1981 the Federal Government approved the mining of uranium at a site 75 km north-west of Broken Hill. Called the Honeymoon Uranium Project, it is a joint venture between MINAD, wholly owned by CSR, Carpentaria Exploration Co., 48% overseas owned and TETON Co., 100% owned by UNC Resources Inc., a U.S.-based uranium mining company. Current Australian ownership is 63%. Present Commonwealth policy calls for 75% Australian ownership of all uranium projects. Approval has, however, been granted to mine at Honeymoon. ""The process for mining uranium at Honeymoon involves pumping an acid solution into the ground, allowing it to dissolve the uranium and sucking it out through an extraction well. The full-scale operation would consume per year: 12,000 tonnes of sulphuric acid, etc."" (from The Honeymoon Handbook). The photo shows Ian Cohen (Rain Forest Action Group, RAG) Cohen is immortalised in a famous photograph taken of him riding a surf board in the bow wave of a nuclear warship entering Sydney Harbor. He was a local NSW MP in the 90s. Previous Control Number: UMA/I/590 Previous Control Number: JE224-16a; 200600 Item: [1999.0081.00921] ""Ian Cohen at the Honeymoon uranium mine rally, May 1982.""",http://trove.nla.gov.au/version/227009266,http://hdl.handle.net/11343/76934,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104944
206003322,227009268,"Jeannie Lewis at the Honeymoon uranium mine rally, May 1982.","Ellis, John","Honeymoon uranium mine rally, May 1982. John Ellis describes the background to the rally: On October 27, 1981 the Federal Government approved the mining of uranium at a site 75 km north-west of Broken Hill. Called the Honeymoon Uranium Project, it is a joint venture between MINAD, wholly owned by CSR, Carpentaria Exploration Co., 48% overseas owned and TETON Co., 100% owned by UNC Resources Inc., a U.S.-based uranium mining company. Current Australian ownership is 63%. Present Commonwealth policy calls for 75% Australian ownership of all uranium projects. Approval has, however, been granted to mine at Honeymoon. ""The process for mining uranium at Honeymoon involves pumping an acid solution into the ground, allowing it to dissolve the uranium and sucking it out through an extraction well. The full-scale operation would consume per year: 12,000 tonnes of sulphuric acid, etc."" (from The Honeymoon Handbook). The photo shows Jeannie Lewis (singer) who came to Broken Hill to support our protest but also to visit her mother. Previous Control Number: UMA/I/587 Previous Control Number: JE223-31a; 200597 Item: [1999.0081.00923] ""Jeannie Lewis at the Honeymoon uranium mine rally, May 1982.""",http://trove.nla.gov.au/version/227009268,http://hdl.handle.net/11343/76936,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104941
206003309,227009253,"Australian International Defence and Equipment Exhibition (AIDEX) protest, Canberra, 26-28th November 1991.","Ellis, John","Australian International Defence and Equipment Exhibition (AIDEX) protest, Canberra, 26 November 1991. Australia's largest-ever arms sales exhibition was held at the National Exhibition Centre in Canberra. It was a showcase for overseas defence manufacturers wishing to sell in our region and, as such, attracted many peace, environmental and radical left activists. John Ellis writes ""The rally was most successful in bringing the attention of the public to this hideous industry. Unfortunately the police and security forces used excessive force. In fact it seemed to herald in a new era by government to use the Tactical Response Group (TRG) in intimidating and also using force on demonstrators. Gerry Harant and I complained of police brutality to the Federal Ombudsman and were eventually interviewed by Federal Internal Investigation police. The taped interview is in my collection with relevant correspondence. There were many other complaints to the Ombudsman and ours eventually fizzled out with no satisfaction. In many cases police were completely unidentifiable and uniformed police removed their ID numbers. I included photographs of police violence on protesters in my complaint but they were dismissed."" Previous Control Number: UMA/I/932 Previous Control Number: JE333-12a; 200950 Item: [1999.0081.00908] ""Australian International Defence and Equipment Exhibition (AIDEX) protest, Canberra, 26-28th November 1991.""",http://trove.nla.gov.au/version/227009253,http://hdl.handle.net/11343/76921,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=105218
206002813,227008568,"Launch of Les Dalton's book &quot;Radiation Exposures&quot;, 20 May 1991.","Ellis, John","Launch of Les Dalton's book ""Radiation Exposures"", 20 May 1991. ""Les Dalton was born in 1919 in Sydney. He started work in 1933 in a small family business that had pioneered the manufacture of plastics in Australia early in the century. He qualified in industrial chemistry at the old Sydney Technical College in 1939, and in 1941 joined the CSIRO in Melbourne to work on plastics used in warplanes. Later his research interests turned to organic synthesis for cancer drugs and plant chemicals. In 1976 Dalton retired early, as a principal research scientist at CSIRO's division of organic chemistry, to pursue his interests in environmental issues. He has made submissions to public and parliamentary inquiries on the health problems of power lines, and on the mining of uranium and mineral sands. Les Dalton is the author of The Nuclear Environment (1983). He and his wife Dorothy live in Melbourne. They have two sons and two grandchildren."" (Taken from Radiation Exposures, published by Scribe Publications.) Previous Control Number: UMA/I/877 Previous Control Number: JE327-28; 200895 Item: [1999.0081.00223] ""Launch of Les Dalton's book ""Radiation Exposures"", 20 May 1991.""",http://trove.nla.gov.au/version/227008568,http://hdl.handle.net/11343/76236,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=105211
206002951,227008747,"Pat Jessen, Les Dalton and Henry Rosenbloom at launch of Les Dalton's book &quot;Radiation Exposures&quot;, 20 May 1991.","Ellis, John","Pat Jessen, Les Dalton and Henry Rosenbloom (publisher, Scribe Publications) at launch of Les Dalton's book ""Radiation Exposures"", 20 May 1991. ""Les Dalton was born in 1919 in Sydney. He started work in 1933 in a small family business that had pioneered the manufacture of plastics in Australia early in the century. He qualified in industrial chemistry at the old Sydney Technical College in 1939, and in 1941 joined the CSIRO in Melbourne to work on plastics used in warplanes. Later his research interests turned to organic synthesis for cancer drugs and plant chemicals. In 1976 Dalton retired early, as a principal research scientist at CSIRO's division of organic chemistry, to pursue his interests in environmental issues. He has made submissions to public and parliamentary inquiries on the health problems of power lines, and on the mining of uranium and mineral sands. Les Dalton is the author of The Nuclear Environment (1983). He and his wife Dorothy live in Melbourne. They have two sons and two grandchildren."" (Taken from Radiation Exposures, published by Scribe Publications.) Previous Control Number: UMA/I/878 Previous Control Number: JE327-35; 200896 Item: [1999.0081.00402] ""Pat Jessen, Les Dalton and Henry Rosenbloom at launch of Les Dalton's book ""Radiation Exposures"", 20 May 1991.""",http://trove.nla.gov.au/version/227008747,http://hdl.handle.net/11343/76415,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=105212
206002875,227008647,"Ivan Ivanechko (Ivan Polyukhovich)leaves Adelaide court, March 1992.","Ellis, John","Ivan Ivanechko leaves Adelaide court, March 1992. John Ellis describes the background to the taking of the photograph: ""By chance I was in Adelaide when the committal hearings for the first Australian War Crimes trial began (Second World War). The charges were brought against Ivan Timofeyevich Polyukhovich (also known as Ivanechko) for crimes alleged to have happened in the town of Serniki, in the Ukraine. As a child living through the war and later watching the emergence of fascist-type elements in Australia, I have always retained an interest in the Holocaust and its aftermath (after all, my mother was Jewish, Freda Olga Cohen). In later years I also befriended people who suffered at the hands of the Ustashi in Australia and I felt that somehow I too was part of that nightmarish period. I was inextricably drawn to witness this event. The accused was finally acquitted of all charges. David Bevan, an ABC journalist who covered the trial, wrote an excellent book, A Case to Answer about the trial. Among newspaper cuttings in this album is a letter I wrote and had published in The Age. There is also an abusive and threatening letter I received after publication of the letter."" NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/867 Previous Control Number: JE347-11; 200885 Item: [1999.0081.00302] ""Ivan Ivanechko (Ivan Polyukhovich)leaves Adelaide court, March 1992.""",http://trove.nla.gov.au/version/227008647,http://hdl.handle.net/11343/76315,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=105251
206002838,227008599,"Michael David (defence) and Greg James (prosecution) at the war crimes trial of Ivan Ivanechko (Polyukhovich), March 1992.","Ellis, John","Michael David (defence) and Greg James (prosecution) at the war crimes trial of Ivan Ivanechko (Polyukhovich), March 1992. John Ellis describes the background to the taking of the photograph: ""By chance I was in Adelaide when the committal hearings for the first Australian War Crimes trial began (Second World War). The charges were brought against Ivan Timofeyevich Polyukhovich (also known as Ivanechko) for crimes alleged to have happened in the town of Serniki, in the Ukraine. As a child living through the war and later watching the emergence of fascist-type elements in Australia, I have always retained an interest in the Holocaust and its aftermath (after all, my mother was Jewish, Freda Olga Cohen). In later years I also befriended people who suffered at the hands of the Ustashi in Australia and I felt that somehow I too was part of that nightmarish period. I was inextricably drawn to witness this event. The accused was finally acquitted of all charges. David Bevan, an ABC journalist who covered the trial, wrote an excellent book, A Case to Answer about the trial. Among newspaper cuttings in this album is a letter I wrote and had published in The Age. There is also an abusive and threatening letter I received after publication of the letter. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/879 Previous Control Number: JE347-09; 200897 Item: [1999.0081.00254] ""Michael David (defence) and Greg James (prosecution) at the war crimes trial of Ivan Ivanechko (Polyukhovich), March 1992.""",http://trove.nla.gov.au/version/227008599,http://hdl.handle.net/11343/76267,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=105250
206002910,227008695,"Herald Delivery vans, assisted by police, at the Printing and Kindred Industries Union (PKIU) strike.","Ellis, John","Printing and Kindred Industries Union (PKIU) strike. John Ellis describes the strike and his role in it: This strike was the result of a breakdown in negotiations between the Printing and Kindred Industries Union (PKIU) and the Newspaper Proprietors' Association (NPA). The Age workers were also on strike. The issue at the centre of the dispute was computerisation of typesetting and make-up in the composing room and whether non-union labour (staff) could operate the equipment. Even though John had been employed at Herald Gravure Printers for 16-17 years he maintained that because he was a typesetter/comp his allegiance was with the chapel members at Flinders St. After all, any gains that the Herald chapel made would flow on to him. Herald Gravure Printers management didn't agree with his view naturally, but he was adamant and went on a one-man strike. The strike lasted almost two weeks and in that time he spent many hours (day and night) on the picket line. He slept at the Dalton's in Canning St. on a few occasions as it was convenient to be on the picket line at short notice. Staff from all the Herald and Weekly Times Ltd's subsidiaries were expected to work their equipment and drive delivery trucks, etc., to get the paper out. The Herald and Weekly Times Ltd and Fairfax (The Age) also brought in trained female typists from Sydney to work the typesetting equipment. As well as this, they also had to contend with a huge police presence which ensured that the trucks went out. Negotiators won some concessions but by and large they lost control of a large amount of typesetting work to non-union labor. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/144 Previous Control Number: JE076-39; 200132 Item: [1999.0081.00350] ""Herald Delivery vans, assisted by police, at the Printing and Kindred Industries Union (PKIU) strike.""",http://trove.nla.gov.au/version/227008695,http://hdl.handle.net/11343/76363,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104517
206002843,227008605,"Dick Curlewis, proof reader, on the picket line at the Printing and Kindred Industries Union (PKIU) strike.","Ellis, John","Printing and Kindred Industries Union (PKIU) strike. Dick Curlewis, proof reader, on the picket line. John Ellis describes the strike and his role in it: ""This strike was the result of a breakdown in negotiations between the Printing and Kindred Industries Union (PKIU) and the Newspaper Proprietors' Association (NPA). The Age workers were also on strike. The issue at the centre of the dispute was computerisation of typesetting and make-up in the composing room and whether non-union labour (staff) could operate the equipment. Even though I had been employed at Herald Gravure Printers for 16-17 years I maintained that because I was a typesetter/comp my allegiance was with the chapel members at Flinders St. After all, any gains that the Herald chapel made would flow on to me. Herald Gravure Printers management didn't agree with my view naturally, but I was adamant and went on a one-man strike. The strike lasted almost two weeks and in that time I spent many hours (day and night) on the picket line. I slept at the Dalton's in Canning St. on a few occasions as it was convenient to be on the picket line at short notice. Staff from all the Herald and Weekly Times Ltd's subsidiaries were expected to work our equipment and drive delivery trucks, etc., to get the paper out. The Herald and Weekly Times Ltd and Fairfax (The Age) also brought in trained female typists from Sydney to work the typesetting equipment. As well as this, we also had to contend with a huge police presence which ensured that the trucks went out. Our negotiators won some concessions but by and large we lost control of a large amount of typesetting work to non-union labor. NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/145 Previous Control Number: JE076-03; 200134 Item: [1999.0081.00260] ""Dick Curlewis, proof reader, on the picket line at the Printing and Kindred Industries Union (PKIU) strike.""",http://trove.nla.gov.au/version/227008605,http://hdl.handle.net/11343/76273,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104516
206003049,227008878,Police breaking the picket line at the Herald and Weekly Times strike.,"Ellis, John","Police break picket lines at the Herald and Weekly Times strike. John Ellis describes the strike and his role in it: ""This strike was the result of a breakdown in negotiations between the Printing and Kindred Industries Union (PKIU) and the Newspaper Proprietors' Association (NPA). The Age workers were also on strike. The issue at the centre of the dispute was computerisation of typesetting and make-up in the composing room and whether non-union labour (staff) could operate the equipment. Even though I had been employed at Herald Gravure Printers for 16-17 years I maintained that because I was a typesetter/comp my allegiance was with the chapel members at Flinders St. After all, any gains that the Herald chapel made would flow on to me. Herald Gravure Printers management didn't agree with my view naturally, but I was adamant and went on a one-man strike. The strike lasted almost two weeks and in that time I spent many hours (day and night) on the picket line. I slept at the Dalton's in Canning St. on a few occasions as it was convenient to be on the picket line at short notice. Staff from all the Herald and Weekly Times Ltd's subsidiaries were expected to work our equipment and drive delivery trucks, etc., to get the paper out. The Herald and Weekly Times Ltd and Fairfax (The Age) also brought in trained female typists from Sydney to work the typesetting equipment. As well as this, we also had to contend with a huge police presence which ensured that the trucks went out. Our negotiators won some concessions but by and large we lost control of a large amount of typesetting work to non-union labor."" NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/223 Previous Control Number: JE078-35; 200223 Item: [1999.0081.00533] ""Police breaking the picket line at the Herald and Weekly Times strike.""",http://trove.nla.gov.au/version/227008878,http://hdl.handle.net/11343/76546,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104521
206003243,227009160,Delivery vans assisted by police break through the picket line at the Printing and Kindred Industries Union (PKIU) strike.,"Ellis, John","Delivery vans assisted by police break through the picket lines at the Printing and Kindred Industries Union (PKIU) strike. John Ellis describes the strike and his role in it: ""This strike was the result of a breakdown in negotiations between the Printing and Kindred Industries Union (PKIU) and the Newspaper Proprietors' Association (NPA). The Age workers were also on strike. The issue at the centre of the dispute was computerisation of typesetting and make-up in the composing room and whether non-union labour (staff) could operate the equipment. Even though I had been employed at Herald Gravure Printers for 16-17 years I maintained that because I was a typesetter/comp my allegiance was with the chapel members at Flinders St. After all, any gains that the Herald chapel made would flow on to me. Herald Gravure Printers management didn't agree with my view naturally, but I was adamant and went on a one-man strike. The strike lasted almost two weeks and in that time I spent many hours (day and night) on the picket line. I slept at the Dalton's in Canning St. on a few occasions as it was convenient to be on the picket line at short notice. Staff from all the Herald and Weekly Times Ltd's subsidiaries were expected to work our equipment and drive delivery trucks, etc., to get the paper out. The Herald and Weekly Times Ltd and Fairfax (The Age) also brought in trained female typists from Sydney to work the typesetting equipment. As well as this, we also had to contend with a huge police presence which ensured that the trucks went out. Our negotiators won some concessions but by and large we lost control of a large amount of typesetting work to non-union labor."" NOTE: To see the remainder of this description, please contact the University of Melbourne Archives. Previous Control Number: UMA/I/224 Previous Control Number: JE078-39; 200225 Item: [1999.0081.00815] ""Delivery vans assisted by police break through the picket line at the Printing and Kindred Industries Union (PKIU) strike.""",http://trove.nla.gov.au/version/227009160,http://hdl.handle.net/11343/76828,http://gallery.its.unimelb.edu.au/imu/imu.php?request=multimedia&irn=104522
